id;name;nip;jhi_desc;visited;storegroup_id;worker_id;address
358;Sklep 358;12312123789;applications;false;7;8;Jana Pawła II 55, Kraków
359;Sklep 359;12312123790;applications;false;7;8;Jana Pawła II 55, Kraków
360;Sklep 360;12312123791;applications;false;7;8;Jana Pawła II 55, Kraków
361;Sklep 361;12312123792;applications;false;7;8;Jana Pawła II 55, Kraków
362;Sklep 362;12312123793;applications;false;7;8;Jana Pawła II 55, Kraków
363;Sklep 363;12312123794;applications;false;7;8;Jana Pawła II 55, Kraków
364;Sklep 364;12312123795;applications;false;7;8;Jana Pawła II 55, Kraków
365;Sklep 365;12312123796;applications;false;7;8;Jana Pawła II 55, Kraków
366;Sklep 366;12312123797;applications;false;7;8;Jana Pawła II 55, Kraków
367;Sklep 367;12312123798;applications;false;7;8;Jana Pawła II 55, Kraków
368;Sklep 368;12312123799;applications;false;7;8;Jana Pawła II 55, Kraków
369;Sklep 369;12312123800;applications;false;7;8;Jana Pawła II 55, Kraków
370;Sklep 370;12312123801;applications;false;7;8;Jana Pawła II 55, Kraków
371;Sklep 371;12312123802;applications;false;7;8;Jana Pawła II 55, Kraków
372;Sklep 372;12312123803;applications;false;7;8;Jana Pawła II 55, Kraków
373;Sklep 373;12312123804;applications;false;7;8;Jana Pawła II 55, Kraków
374;Sklep 374;12312123805;applications;false;7;8;Jana Pawła II 55, Kraków
375;Sklep 375;12312123806;applications;false;7;8;Jana Pawła II 55, Kraków
376;Sklep 376;12312123807;applications;false;7;8;Jana Pawła II 55, Kraków
377;Sklep 377;12312123808;applications;false;7;8;Jana Pawła II 55, Kraków
378;Sklep 378;12312123809;applications;false;7;8;Jana Pawła II 55, Kraków
379;Sklep 379;12312123810;applications;false;7;8;Jana Pawła II 55, Kraków
380;Sklep 380;12312123811;applications;false;7;8;Jana Pawła II 55, Kraków
381;Sklep 381;12312123812;applications;false;7;8;Jana Pawła II 55, Kraków
382;Sklep 382;12312123813;applications;false;7;8;Jana Pawła II 55, Kraków
383;Sklep 383;12312123814;applications;false;7;8;Jana Pawła II 55, Kraków
384;Sklep 384;12312123815;applications;false;7;8;Jana Pawła II 55, Kraków
385;Sklep 385;12312123816;applications;false;7;8;Jana Pawła II 55, Kraków
386;Sklep 386;12312123817;applications;false;7;8;Jana Pawła II 55, Kraków
387;Sklep 387;12312123818;applications;false;7;8;Jana Pawła II 55, Kraków
388;Sklep 388;12312123819;applications;false;7;8;Jana Pawła II 55, Kraków
389;Sklep 389;12312123820;applications;false;7;8;Jana Pawła II 55, Kraków
390;Sklep 390;12312123821;applications;false;7;8;Jana Pawła II 55, Kraków
391;Sklep 391;12312123822;applications;false;7;8;Jana Pawła II 55, Kraków
392;Sklep 392;12312123823;applications;false;7;8;Jana Pawła II 55, Kraków
393;Sklep 393;12312123824;applications;false;7;8;Jana Pawła II 55, Kraków
394;Sklep 394;12312123825;applications;false;7;8;Jana Pawła II 55, Kraków
395;Sklep 395;12312123826;applications;false;7;8;Jana Pawła II 55, Kraków
396;Sklep 396;12312123827;applications;false;7;8;Jana Pawła II 55, Kraków
397;Sklep 397;12312123828;applications;false;7;8;Jana Pawła II 55, Kraków
398;Sklep 398;12312123829;applications;false;7;8;Jana Pawła II 55, Kraków
399;Sklep 399;12312123830;applications;false;7;8;Jana Pawła II 55, Kraków
400;Sklep 400;12312123831;applications;false;7;8;Jana Pawła II 55, Kraków
401;Sklep 401;12312123832;applications;false;7;8;Jana Pawła II 55, Kraków
402;Sklep 402;12312123833;applications;false;7;8;Jana Pawła II 55, Kraków
403;Sklep 403;12312123834;applications;false;7;8;Jana Pawła II 55, Kraków
404;Sklep 404;12312123835;applications;false;7;8;Jana Pawła II 55, Kraków
405;Sklep 405;12312123836;applications;false;7;8;Jana Pawła II 55, Kraków
406;Sklep 406;12312123837;applications;false;7;8;Jana Pawła II 55, Kraków
407;Sklep 407;12312123838;applications;false;7;8;Jana Pawła II 55, Kraków
408;Sklep 408;12312123839;applications;false;7;8;Jana Pawła II 55, Kraków
409;Sklep 409;12312123840;applications;false;7;8;Jana Pawła II 55, Kraków
410;Sklep 410;12312123841;applications;false;7;8;Jana Pawła II 55, Kraków
411;Sklep 411;12312123842;applications;false;7;8;Jana Pawła II 55, Kraków
412;Sklep 412;12312123843;applications;false;7;8;Jana Pawła II 55, Kraków
413;Sklep 413;12312123844;applications;false;7;8;Jana Pawła II 55, Kraków
414;Sklep 414;12312123845;applications;false;7;8;Jana Pawła II 55, Kraków
415;Sklep 415;12312123846;applications;false;7;8;Jana Pawła II 55, Kraków
416;Sklep 416;12312123847;applications;false;7;8;Jana Pawła II 55, Kraków
417;Sklep 417;12312123848;applications;false;7;8;Jana Pawła II 55, Kraków
418;Sklep 418;12312123849;applications;false;7;8;Jana Pawła II 55, Kraków
419;Sklep 419;12312123850;applications;false;7;8;Jana Pawła II 55, Kraków
420;Sklep 420;12312123851;applications;false;7;8;Jana Pawła II 55, Kraków
